date,S_pred,I_pred,R_pred,S_true,I_true,R_true,S_ode,I_ode,R_ode
2021-03-06,42257530.0,42137856.0,42218452.0,0.5473515065294905,0.032234008071281836,0.42041448539922766,0.5473515065294905,0.032234008071281836,0.42041448539922766
2021-03-07,38558476.0,45055996.0,38862770.0,0.5459713075525002,0.03199178690759871,0.42203690553990103,0.5429878677592013,0.031795118259236275,0.4252170139815624
2021-03-08,35378244.0,46452536.0,36629984.0,0.5444449626850736,0.03209529950141609,0.42345973781351026,0.5387199945900001,0.03132836253351274,0.42995164287648724
2021-03-09,32796976.0,46720840.0,35457524.0,0.5429024471513954,0.03223117036924184,0.4248663824793628,0.5345497917355996,0.03083592851759996,0.4346142797468004
2021-03-10,30725392.0,46668824.0,34899970.0,0.541259739558824,0.032462252493573915,0.42627800794760207,0.5304787569562022,0.030319983232528876,0.4392012598112689
2021-03-11,29110276.0,46686676.0,34708840.0,0.5395164841357607,0.03280150612552038,0.42768200973871895,0.5265080698341381,0.02978271514454495,0.4437092150213168
2021-03-12,27909248.0,46867720.0,34783936.0,0.5375654496281026,0.03346218245569927,0.428972367916198,0.5226385758201583,0.029226310771950627,0.4481351134078911
2021-03-13,27062078.0,47193828.0,35069840.0,0.5355902141809574,0.034012654297697786,0.43039713152134484,0.518870818354642,0.02865293367532079,0.4524762479700371
2021-03-14,26497048.0,47622410.0,35519416.0,0.5335520495145427,0.034619244874069484,0.43182870561138775,0.5152050407562366,0.02806471602332773,0.4567302432204356
2021-03-15,26144440.0,48115308.0,36088452.0,0.531469921643389,0.03525772783306985,0.43327235052354107,0.5116412318062504,0.02746374446934522,0.4608950237244042
2021-03-16,25944564.0,48644850.0,36737376.0,0.529068522645102,0.03642190568342098,0.434509571671477,0.5081791215427798,0.026852049315005067,0.464968829142215
2021-03-17,25850112.0,49192630.0,37432810.0,0.5266837602044464,0.03734449767651583,0.4359717421190378,0.5048182052464034,0.026231596291534286,0.4689501984620622
2021-03-18,25825344.0,49746880.0,38148024.0,0.5241148774905326,0.0384320999255487,0.4374530225839186,0.5015577576976988,0.025604280198832312,0.4728379621034688
2021-03-19,25844196.0,50300160.0,38862476.0,0.5214866063318355,0.03945477385775585,0.4390586198104086,0.4983968600439501,0.02497191436177467,0.4766312255942751
2021-03-20,25888096.0,50847800.0,39561010.0,0.5186628047964538,0.040779303050247954,0.4405578921532983,0.49533440254997657,0.024336229870396766,0.4803293675796265
2021-03-21,25944094.0,51386868.0,40232884.0,0.5158243403887398,0.04207028806340154,0.44210537154785867,0.4923691185533995,0.023698868414147818,0.48393201303245253
2021-03-22,26003364.0,51915440.0,40870920.0,0.5129349921716102,0.043361103661507944,0.4437039041668818,0.48949960517930885,0.023061370789228503,0.4874390240314625
2021-03-23,26060034.0,52432330.0,41470636.0,0.5101258450378081,0.044300340682986696,0.44557381427920517,0.48672431443765257,0.02242519384843626,0.490850491713911
2021-03-24,26110358.0,52936740.0,42029640.0,0.5069914294842031,0.04572537535220901,0.447283195163588,0.4840415885215321,0.021791694203226665,0.494166717275241
2021-03-25,26152070.0,53428190.0,42547064.0,0.5037230998065668,0.047225291472277935,0.44905160872115524,0.4814496677528544,0.0211621342950294,0.4973881979521159
2021-03-26,26183934.0,53906396.0,43023136.0,0.5002927161655656,0.0488483299778735,0.45085895385656094,0.47894670760120567,0.020537678951499192,0.5005156134472949
2021-03-27,26205452.0,54371196.0,43458870.0,0.4967570834265137,0.0505157552258261,0.4527271613476602,0.47653078920554914,0.019919399705982985,0.5035498110884676
2021-03-28,26216574.0,54822564.0,43855812.0,0.49316231636524904,0.0521935994991793,0.4546440841355716,0.47419993400136184,0.019308274264150643,0.5064917917344873
2021-03-29,26217606.0,55260520.0,44215824.0,0.4895216039431935,0.05385517992800474,0.4566232161288018,0.47195211342903765,0.018705190193354166,0.509342696377608
2021-03-30,26209048.0,55685156.0,44540972.0,0.4858774185126709,0.055446791942351324,0.45867578954497773,0.4697852610758639,0.018110946927961606,0.5121037919961743
2021-03-31,26191522.0,56096612.0,44833420.0,0.4821770974062708,0.05707436230045853,0.4607485402932707,0.4676972804383052,0.017526259534388952,0.5147764600273056
2021-04-01,26165718.0,56495052.0,45095360.0,0.47853474165825766,0.058537007110151314,0.46292825123159104,0.4656860558960508,0.016951761379860965,0.5173621827240881
2021-04-02,26132356.0,56880704.0,45328940.0,0.475023521627502,0.05982066492251504,0.46515581344998297,0.463749465878814,0.016388005293599274,0.5198625288275865
2021-04-03,26092148.0,57253780.0,45536244.0,0.47172789918576774,0.0608817113629049,0.4673903894513274,0.4618853778924906,0.015835473401805203,0.522279148705704
2021-04-04,26045798.0,57614532.0,45719300.0,0.46830974731117186,0.06233643601914275,0.4693538166696854,0.4600916658061623,0.015294576721559757,0.5246137574722777
2021-04-05,25993970.0,57963236.0,45879990.0,0.4650562160379054,0.06354885480417391,0.47139492915792064,0.4583662165063786,0.014765658864314031,0.5268681246293071
2021-04-06,25937296.0,58300160.0,46020130.0,0.4624436496540804,0.06362733632477276,0.4739290140211468,0.4567069250790819,0.014249002896922035,0.5290440720239958
2021-04-07,25876368.0,58625600.0,46141376.0,0.45982189250394667,0.0639761195531222,0.4762019879429311,0.45511171238863135,0.0137448327851045,0.5311434548262639
2021-04-08,25811726.0,58939864.0,46245316.0,0.45705179553851594,0.06446856674146696,0.4784796377200171,0.45357852359133055,0.013253318227405528,0.5331681581812638
2021-04-09,25743868.0,59243256.0,46333404.0,0.4541118769298079,0.06500641716245174,0.4808817059077404,0.4521053280404576,0.012774579089222794,0.5351200928703195
2021-04-10,25673258.0,59536080.0,46406996.0,0.45115668555459787,0.0652229295927277,0.48362038485267445,0.45069013261892765,0.01230868877935927,0.5370011786017129
2021-04-11,25600312.0,59818664.0,46467344.0,0.44824450865986276,0.06503026233034014,0.4867252290097971,0.4493309758144768,0.011855677694066575,0.5388133464914565
2021-04-12,25525414.0,60091308.0,46515610.0,0.4451912344430969,0.06494098060048456,0.48986778495641853,0.4480259332394259,0.01141553724738094,0.540558529513193
2021-04-13,25448910.0,60354336.0,46552870.0,0.44136888367822413,0.06601100603837413,0.4926201102834017,0.4467731236356772,0.010988223804195904,0.5422386525601267
2021-04-14,25371100.0,60608056.0,46580108.0,0.4371734725087434,0.06744069962139346,0.4953858278698632,0.4455707029239519,0.010573660369715718,0.5438556367063322
2021-04-15,25292276.0,60852784.0,46598236.0,0.43298150893547227,0.06883845846802232,0.49818003259650545,0.44441687187957596,0.010171741452810528,0.5454113866676134
2021-04-16,25212690.0,61088824.0,46608084.0,0.42892517057820845,0.06991576875293995,0.5011590606688516,0.4433098766630625,0.009782335828292833,0.5469077875086445
2021-04-17,25132562.0,61316470.0,46610436.0,0.4245953624518123,0.07159225770591585,0.5038123798422719,0.44224800491189276,0.009405287571137856,0.5483467075169692
2021-04-18,25052102.0,61536036.0,46605990.0,0.420354209219597,0.07316197282541645,0.5064838179549865,0.44122959258761546,0.009040421419760329,0.549729985992624
2021-04-19,24971486.0,61747800.0,46595404.0,0.41618023752433486,0.07464003440440119,0.509179728071264,0.4402530210484848,0.008687543600624374,0.5510594353508906
2021-04-20,24890880.0,61952044.0,46579270.0,0.4119288685647756,0.07610886286331546,0.511962268571909,0.43931671623497437,0.00834644367067301,0.5523368400943525
2021-04-21,24810422.0,62149052.0,46558148.0,0.40769166270315926,0.07753643875824524,0.5147718985385955,0.43841915241365775,0.008016898946424152,0.5535639486399179
2021-04-22,24730246.0,62339080.0,46532544.0,0.4034564559390995,0.0788502524490042,0.5176932916118963,0.43755884862030736,0.0076986741572611945,0.5547424772224312
2021-04-23,24650466.0,62522396.0,46502910.0,0.3993233556239657,0.07993497464223527,0.520741669733799,0.4367343693521137,0.007391524133902644,0.5558741065139835
2021-04-24,24571186.0,62699250.0,46469700.0,0.3952812820136732,0.08081830469814981,0.523900413288177,0.43594432586433557,0.007095196863604254,0.55696047727206
2021-04-25,24492480.0,62869896.0,46433276.0,0.39130956647246795,0.08149588017928333,0.5271945533482487,0.4351873726670852,0.006809432317495045,0.5580031950154196
2021-04-26,24414434.0,63034560.0,46394016.0,0.387305314771455,0.08216794967138402,0.5305267355571609,0.43446220933253776,0.006533966382490491,0.5590038242849715
2021-04-27,24337116.0,63193470.0,46352244.0,0.3831461075975531,0.08339595464075428,0.5334579377616926,0.43376757947532185,0.0062685320170417416,0.5599638885076362
2021-04-28,24260588.0,63346860.0,46308260.0,0.3794893854535405,0.08367155056872877,0.5368390639777307,0.4331022694955576,0.0060128594561435445,0.5608848710482988
2021-04-29,24184894.0,63494924.0,46262348.0,0.37597880072921197,0.08378599043308824,0.5402352088376998,0.4324651072583215,0.005766676968538963,0.5617682157731394
2021-04-30,24110090.0,63637880.0,46214760.0,0.37249123103904036,0.08412604878650873,0.5433827201744509,0.43185496050518246,0.005529711915920972,0.5626153275788964
2021-05-01,24036196.0,63775924.0,46165736.0,0.3693082272499085,0.08386243897312115,0.5468293337769703,0.43127073630727286,0.005301691636263623,0.5634275720564634
2021-05-02,23963264.0,63909236.0,46115480.0,0.3659009433505882,0.08433404811066468,0.5497650085387471,0.430711384962368,0.0050823475247890396,0.5642062675128429
2021-05-03,23891302.0,64038004.0,46064188.0,0.36264674288788556,0.08464162112879141,0.5527116359833231,0.4301758932406069,0.004871411794578563,0.5649526949648145
2021-05-04,23820346.0,64162390.0,46012050.0,0.3602092161307907,0.08317414799025445,0.5566166358789548,0.429663284339686,0.004668618729378125,0.5656680969309358
2021-05-05,23750404.0,64282588.0,45959220.0,0.35789525223834506,0.08157457346869114,0.5605301742929638,0.4291726186190171,0.0044737065708217606,0.5663536748101611
2021-05-06,23681494.0,64398744.0,45905850.0,0.35551636849982615,0.08050857163817172,0.5639750598620021,0.4287029919913277,0.004286417545371184,0.567010590463301
2021-05-07,23613624.0,64510996.0,45852070.0,0.35330081780827804,0.07924071177895607,0.5674584704127659,0.4282535339879124,0.0041064975726363044,0.5676399684394512
2021-05-08,23546796.0,64619532.0,45798024.0,0.3512370968819988,0.07782414786209198,0.5709387552559092,0.4278234072674847,0.003933697058181534,0.5682428956743338
2021-05-09,23481026.0,64724456.0,45743810.0,0.3492603705824384,0.07633227895676335,0.5744073504607983,0.42741180717081906,0.0037677717043098583,0.5688204211248712
2021-05-10,23416306.0,64825916.0,45689520.0,0.3476971948837584,0.07389604822477926,0.5784067568914624,0.4270179598250207,0.0036084819997734075,0.5693735581752059
2021-05-11,23352642.0,64924050.0,45635280.0,0.34557334855724053,0.07306002732078536,0.5813666241219742,0.42664112129721854,0.0034555935605667335,0.5699032851422148
2021-05-12,23290026.0,65018976.0,45581148.0,0.3438603845446102,0.0714848485660137,0.5846547668893761,0.4262805773005884,0.0033088778731331287,0.5704105448262785
2021-05-13,23228460.0,65110804.0,45527212.0,0.34268240783866744,0.06902638210908929,0.5882912100522433,0.42593564183696153,0.0031681120756639177,0.5708962460873745
2021-05-14,23167928.0,65199668.0,45473540.0,0.34167090682882084,0.06664669364909628,0.5916823995220829,0.4256056560478341,0.003033078855127133,0.5713612650970388
2021-05-15,23108426.0,65285670.0,45420196.0,0.3406157645028246,0.06464014183048258,0.5947440936666928,0.42528998741145496,0.0029035667438558803,0.5718064458446892
2021-05-16,23049956.0,65368910.0,45367230.0,0.33988428962443573,0.06192035266330729,0.598195357712257,0.4249880288564016,0.002779370277284289,0.5722326008663141
2021-05-17,22992494.0,65449504.0,45314704.0,0.33883953244083076,0.06010549397055998,0.6010549735886093,0.42469919773391485,0.0026602897897251834,0.57264051247636
2021-05-18,22936034.0,65527532.0,45262660.0,0.33820693665471946,0.05750603184063311,0.6042870315046475,0.4244229349769942,0.002546131328167445,0.5730309336948384
2021-05-19,22880568.0,65603092.0,45211132.0,0.3374857622111982,0.05545335677542894,0.6070608810133729,0.4241587045134458,0.002436707131201327,0.5734045883553529
2021-05-20,22826084.0,65676276.0,45160164.0,0.33684325564482764,0.05336709517712446,0.6097896491780479,0.4239059921108841,0.0023318351069953488,0.5737621727821206
2021-05-21,22772562.0,65747160.0,45109780.0,0.33623332759202673,0.051250974176757266,0.612515698231216,0.4236643044849517,0.0022313386941804516,0.5741043568208679
2021-05-22,22719994.0,65815836.0,45060024.0,0.3356616195738663,0.0491527688176277,0.615185611608506,0.42343316871576525,0.0021350470291213015,0.5744317842551134
2021-05-23,22668362.0,65882376.0,45010904.0,0.3351782445612971,0.047007169599053926,0.617814585839649,0.4232121318815095,0.0020427952752265946,0.5747450728432639
2021-05-24,22617658.0,65946856.0,44962452.0,0.3347048142119966,0.044982702139202614,0.6203124836488008,0.423000759510802,0.001954423916584475,0.5750448165726135
2021-05-25,22567862.0,66009356.0,44914680.0,0.3345119521223048,0.04279136085789449,0.6226966870198007,0.42279863500192516,0.0018697788879674115,0.5753315861101074
2021-05-26,22518964.0,66069936.0,44867604.0,0.33447604460305813,0.04058786404695232,0.6249360913499895,0.42260535956734957,0.0017887113693494244,0.5756059290633009
2021-05-27,22470940.0,66128652.0,44821244.0,0.33441741005523473,0.03852942887014457,0.6270531610746207,0.4224205512174105,0.0017110777515438713,0.5758683710310456
2021-05-28,22423780.0,66185600.0,44775610.0,0.33440761786550866,0.03645409454238218,0.6291382875921092,0.4222438436091379,0.0016367396281795586,0.5761194167626824
2021-05-29,22377470.0,66240812.0,44730692.0,0.3344645582628606,0.034393753446293834,0.6311416882908456,0.42207488567903295,0.0015655636134338535,0.5763595507075331
2021-05-30,22331992.0,66294348.0,44686530.0,0.3344730967812376,0.032499142620093936,0.6330277605986685,0.4219133418876465,0.0014974209333275677,0.5765892371790259
2021-05-31,22287330.0,66346270.0,44643108.0,0.33443631677449825,0.030725832967663656,0.6348378502578381,0.42175889053682875,0.0014321876408222751,0.576808921822349
2021-06-01,22243476.0,66396644.0,44600430.0,0.33424132852596455,0.029202495217324275,0.6365561762567111,0.4216112232579125,0.0013697444519312262,0.5770190322901562
2021-06-02,22200400.0,66445508.0,44558504.0,0.3340546331439893,0.02776471206580285,0.6381806547902078,0.4214700449695326,0.0013099765240219092,0.5772199785064455
2021-06-03,22158100.0,66492908.0,44517332.0,0.33401467660511575,0.02622786346545211,0.6397574599294321,0.42133507365269524,0.0012527732766204926,0.5774121530706842
2021-06-04,22116552.0,66538908.0,44476900.0,0.3340622907041213,0.024671066243297787,0.641266643052581,0.4212060388331917,0.0011980284067259817,0.5775959327600823
2021-06-05,22075740.0,66583544.0,44437224.0,0.3340947929809198,0.023241753844134575,0.6426634531749456,0.42108268139433325,0.001145639707815622,0.5777716788978512
2021-06-06,22035660.0,66626860.0,44398304.0,0.3341142248868294,0.02189981725554634,0.6439859578576242,0.42096475385040877,0.0010955088933277696,0.5779397372562635
2021-06-07,21996288.0,66668904.0,44360108.0,0.33410620308434635,0.020663426241341452,0.6452303706743122,0.420852019252432,0.001047541503062829,0.5781004392445053
2021-06-08,21957612.0,66709700.0,44322660.0,0.3341013239309879,0.019524830063112137,0.6463738460059,0.42074425051112185,0.0010016467843686398,0.5782541027045095
2021-06-09,21919614.0,66749304.0,44285944.0,0.33412406790106963,0.018409486100106124,0.6474664459988242,0.42064123030524486,0.0009577375652994261,0.5784010321294557
2021-06-10,21882282.0,66787760.0,44249960.0,0.3341403486871023,0.017356359813171185,0.6485032914997265,0.42054275132938085,0.0009157301577208423,0.5785415185128983
2021-06-11,21845596.0,66825084.0,44214692.0,0.33416297406665096,0.016311704278594467,0.6495253216547545,0.4204486147263769,0.0008755441864154332,0.5786758410872076
2021-06-12,21809550.0,66861320.0,44180132.0,0.3342213714334086,0.015238036417190862,0.6505405921494005,0.42035862994589196,0.00083710247632142,0.5788042675777866
2021-06-13,21774130.0,66896516.0,44146296.0,0.33424432717229935,0.014289058030500169,0.6514666147972005,0.4202726145342298,0.0008003309494338613,0.5789270545163363
2021-06-14,21739318.0,66930690.0,44113136.0,0.33423785551749763,0.013448717042803565,0.6523134274396988,0.42019039496877536,0.0007651586267758396,0.5790444464044489
2021-06-15,21705102.0,66963868.0,44080684.0,0.3342711540450177,0.012623242225495625,0.6531056037294867,0.42011180478371074,0.000731517364175634,0.5791566778521137
2021-06-16,21671470.0,66996090.0,44048904.0,0.33436448479450054,0.011765663256750058,0.6538698519487494,0.4200366844370429,0.0006993417591677566,0.5792639738037894
2021-06-17,21638400.0,67027380.0,44017804.0,0.33446254222379923,0.010982923385089308,0.6545545343911114,0.41996488112690755,0.0006685690588317807,0.5793665498142608
2021-06-18,21605898.0,67057776.0,43987360.0,0.33455937139400604,0.010254269267235754,0.6551863593387582,0.41989624944954684,0.0006391392241160813,0.5794646113263372
2021-06-19,21573932.0,67087300.0,43957572.0,0.33465646315753583,0.009566062991892672,0.6557774738505715,0.4198306501323793,0.0006109946591543278,0.5795583552084664
2021-06-20,21542498.0,67115970.0,43928424.0,0.3347245425942388,0.008963284254082176,0.656312173151679,0.4197679496549239,0.0005840800951025245,0.5796479702499736
2021-06-21,21511586.0,67143820.0,43899920.0,0.33477036936449667,0.008428652718993509,0.6568009779165098,0.41970802011256425,0.0005583425171535566,0.5797336373702824
2021-06-22,21481174.0,67170870.0,43872036.0,0.3348402784837091,0.007861705263658257,0.6572980162526326,0.4196507397370883,0.0005337312431413509,0.5798155290197705
2021-06-23,21451270.0,67197150.0,43844764.0,0.3349082054468696,0.0073201700653976465,0.6577716244877327,0.4195959921148138,0.0005101977173047967,0.5798938101678816
2021-06-24,21421842.0,67222680.0,43818108.0,0.3349699657023133,0.00681323789052034,0.6582167964071663,0.41954366557844663,0.0004876953420474349,0.579968639079506
2021-06-25,21392892.0,67247490.0,43792030.0,0.33504034918365777,0.006317529462517668,0.6586421213538246,0.41949365316297854,0.0004661794330804767,0.580040167403941
2021-06-26,21364402.0,67271570.0,43766544.0,0.335099754569946,0.005868579587532333,0.6590316658425217,0.41944585290852227,0.00044560727476054254,0.5801085398167173
2021-06-27,21336360.0,67294980.0,43741628.0,0.3351597613796514,0.005426194545624618,0.6594140440747239,0.41940016756655174,0.0004259380201163643,0.580173894413332
2021-06-28,21308766.0,67317720.0,43717284.0,0.33519160293776606,0.005057462695471568,0.6597509343667624,0.419356503793868,0.0004071324575154993,0.5802363637486165
2021-06-29,21281600.0,67339800.0,43693490.0,0.33519930285165955,0.0047622993295496074,0.6600383978187908,0.419314772194678,0.0003891529981195822,0.5802960748072025
2021-06-30,21254850.0,67361260.0,43670240.0,0.33517599981192225,0.004552012902256949,0.6602719872858208,0.41927488744139463,0.0003719636952150098,0.5803531488633904
